,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Sales,InvoiceYear,InvoiceMonth,InvoiceDay,InvoiceTime,DayOfWeek,InvoiceHour,DayPeriod
4494,578664,23224,CHERUB HEART DECORATION GOLD,5,2011-11-24 16:59:00,0.83,15910,United Kingdom,4.1499999999999995,2011,11,24,16:59:00,Thursday,16,Afternoon
4495,578675,23012,GLASS APOTHECARY BOTTLE PERFUME,4,2011-11-24 18:13:00,3.95,14756,United Kingdom,15.8,2011,11,24,18:13:00,Thursday,18,Afternoon
4496,578676,22327,ROUND SNACK BOXES SET OF 4 SKULLS,3,2011-11-24 19:07:00,2.95,16016,United Kingdom,8.850000000000001,2011,11,24,19:07:00,Thursday,19,Evening
4497,578678,20829,GLITTER HANGING BUTTERFLY STRING,2,2011-11-24 19:59:00,2.1,17841,United Kingdom,4.2,2011,11,24,19:59:00,Thursday,19,Evening
4498,578683,20764,ABSTRACT CIRCLES SKETCHBOOK ,4,2011-11-25 08:55:00,3.75,15134,United Kingdom,15.0,2011,11,25,08:55:00,Friday,8,Morning
4499,578686,23012,GLASS APOTHECARY BOTTLE PERFUME,4,2011-11-25 09:18:00,3.95,13050,United Kingdom,15.8,2011,11,25,09:18:00,Friday,9,Morning
4500,578687,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,2011-11-25 09:23:00,1.95,14703,United Kingdom,19.5,2011,11,25,09:23:00,Friday,9,Morning
4501,578698,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2011-11-25 10:20:00,4.95,12620,France,14.850000000000001,2011,11,25,10:20:00,Friday,10,Morning
4502,578698,22029,SPACEBOY BIRTHDAY CARD,12,2011-11-25 10:20:00,0.42,12620,France,5.04,2011,11,25,10:20:00,Friday,10,Morning
4503,578757,22551,PLASTERS IN TIN SPACEBOY,1,2011-11-25 11:41:00,1.65,12748,United Kingdom,1.65,2011,11,25,11:41:00,Friday,11,Morning
4504,578781,17107D,FLOWER FAIRY 5 DRAWER LINERS,1,2011-11-25 11:54:00,2.55,15872,United Kingdom,2.55,2011,11,25,11:54:00,Friday,11,Morning
4505,578781,21790,VINTAGE SNAP CARDS,2,2011-11-25 11:54:00,0.85,15872,United Kingdom,1.7,2011,11,25,11:54:00,Friday,11,Morning
4506,578781,22556,PLASTERS IN TIN CIRCUS PARADE ,1,2011-11-25 11:54:00,1.65,15872,United Kingdom,1.65,2011,11,25,11:54:00,Friday,11,Morning
4507,578790,21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,4,2011-11-25 12:20:00,2.95,14966,United Kingdom,11.8,2011,11,25,12:20:00,Friday,12,Morning
4509,578809,22810,SET OF 6 T-LIGHTS SNOWMEN,6,2011-11-25 13:23:00,2.95,13048,United Kingdom,17.700000000000003,2011,11,25,13:23:00,Friday,13,Afternoon
4510,578818,23579,SNACK TRAY I LOVE LONDON,2,2011-11-25 13:47:00,1.95,17920,United Kingdom,3.9,2011,11,25,13:47:00,Friday,13,Afternoon
4511,578818,47593B,SCOTTIE DOGS BABY BIB,3,2011-11-25 13:47:00,0.39,17920,United Kingdom,1.17,2011,11,25,13:47:00,Friday,13,Afternoon
4512,578824,22616,PACK OF 12 LONDON TISSUES ,1,2011-11-25 14:02:00,0.39,17883,United Kingdom,0.39,2011,11,25,14:02:00,Friday,14,Afternoon
4513,578835,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-11-25 15:44:00,3.75,12682,France,15.0,2011,11,25,15:44:00,Friday,15,Afternoon
4514,578836,22999,TRAVEL CARD WALLET VINTAGE LEAF,5,2011-11-25 15:47:00,0.42,13069,United Kingdom,2.1,2011,11,25,15:47:00,Friday,15,Afternoon
4515,578843,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,2011-11-25 16:13:00,3.29,17813,United Kingdom,3.29,2011,11,25,16:13:00,Friday,16,Afternoon
4516,578843,85040A,S/4 PINK FLOWER CANDLES IN BOWL,1,2011-11-25 16:13:00,1.65,17813,United Kingdom,1.65,2011,11,25,16:13:00,Friday,16,Afternoon
4517,578846,22630,DOLLY GIRL LUNCH BOX,2,2011-11-25 17:27:00,1.95,17757,United Kingdom,3.9,2011,11,25,17:27:00,Friday,17,Afternoon
4518,578846,22867,HAND WARMER BIRD DESIGN,2,2011-11-25 17:27:00,2.1,17757,United Kingdom,4.2,2011,11,25,17:27:00,Friday,17,Afternoon
4519,578846,23332,IVORY WICKER HEART LARGE,4,2011-11-25 17:27:00,1.65,17757,United Kingdom,6.6,2011,11,25,17:27:00,Friday,17,Afternoon
4520,578850,22094,RED RETROSPOT TISSUE BOX,8,2011-11-27 10:47:00,0.39,13571,United Kingdom,3.12,2011,11,27,10:47:00,Sunday,10,Morning
4521,578852,22175,PINK OWL SOFT TOY,1,2011-11-27 11:12:00,2.95,17841,United Kingdom,2.95,2011,11,27,11:12:00,Sunday,11,Morning
4522,578852,22598,CHRISTMAS MUSICAL ZINC TREE,5,2011-11-27 11:12:00,0.29,17841,United Kingdom,1.45,2011,11,27,11:12:00,Sunday,11,Morning
4523,578855,22891,TEA FOR ONE POLKADOT,2,2011-11-27 11:15:00,4.25,14878,United Kingdom,8.5,2011,11,27,11:15:00,Sunday,11,Morning
4524,578855,23504,PLAYING CARDS JUBILEE UNION JACK,6,2011-11-27 11:15:00,1.25,14878,United Kingdom,7.5,2011,11,27,11:15:00,Sunday,11,Morning
4527,578921,23401,RUSTIC MIRROR WITH LACE HEART,1,2011-11-27 11:57:00,6.25,13596,United Kingdom,6.25,2011,11,27,11:57:00,Sunday,11,Morning
4528,578921,23598,PAPER BUNTING VINTAGE PARTY,1,2011-11-27 11:57:00,2.95,13596,United Kingdom,2.95,2011,11,27,11:57:00,Sunday,11,Morning
4529,578924,22991,GIRAFFE WOODEN RULER,4,2011-11-27 12:10:00,1.95,16983,United Kingdom,7.8,2011,11,27,12:10:00,Sunday,12,Morning
4530,578926,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,2011-11-27 12:24:00,3.75,18156,United Kingdom,3.75,2011,11,27,12:24:00,Sunday,12,Morning
4531,578926,22959,WRAP CHRISTMAS VILLAGE,25,2011-11-27 12:24:00,0.42,18156,United Kingdom,10.5,2011,11,27,12:24:00,Sunday,12,Morning
4533,578928,21917,SET 12 KIDS  WHITE CHALK STICKS,7,2011-11-27 12:29:00,0.42,15443,United Kingdom,2.94,2011,11,27,12:29:00,Sunday,12,Morning
4534,578928,23498,CLASSIC BICYCLE CLIPS ,1,2011-11-27 12:29:00,1.45,15443,United Kingdom,1.45,2011,11,27,12:29:00,Sunday,12,Morning
4535,578936,22356,CHARLOTTE BAG PINK POLKADOT,5,2011-11-27 13:00:00,0.85,16923,United Kingdom,4.25,2011,11,27,13:00:00,Sunday,13,Afternoon
4536,578936,23076,ICE CREAM SUNDAE LIP GLOSS,2,2011-11-27 13:00:00,1.25,16923,United Kingdom,2.5,2011,11,27,13:00:00,Sunday,13,Afternoon
4537,578939,20727,LUNCH BAG  BLACK SKULL.,5,2011-11-27 13:14:00,1.65,17068,United Kingdom,8.25,2011,11,27,13:14:00,Sunday,13,Afternoon
4538,578939,23247,BISCUIT TIN 50'S CHRISTMAS,1,2011-11-27 13:14:00,2.89,17068,United Kingdom,2.89,2011,11,27,13:14:00,Sunday,13,Afternoon
4539,578942,22473,TV DINNER TRAY VINTAGE PAISLEY,1,2011-11-27 13:29:00,4.95,17288,United Kingdom,4.95,2011,11,27,13:29:00,Sunday,13,Afternoon
4540,578943,22555,PLASTERS IN TIN STRONGMAN,6,2011-11-27 13:35:00,1.65,15009,United Kingdom,9.899999999999999,2011,11,27,13:35:00,Sunday,13,Afternoon
4541,578944,22097,SWALLOW SQUARE TISSUE BOX,2,2011-11-27 13:41:00,0.39,16005,United Kingdom,0.78,2011,11,27,13:41:00,Sunday,13,Afternoon
4543,578947,22175,PINK OWL SOFT TOY,6,2011-11-27 13:49:00,2.95,14547,United Kingdom,17.700000000000003,2011,11,27,13:49:00,Sunday,13,Afternoon
4544,578949,85099B,JUMBO BAG RED RETROSPOT,1,2011-11-27 14:30:00,2.08,14954,United Kingdom,2.08,2011,11,27,14:30:00,Sunday,14,Afternoon
4545,578950,20832,RED FLOCK LOVE HEART PHOTO FRAME,5,2011-11-27 14:40:00,0.39,17885,United Kingdom,1.9500000000000002,2011,11,27,14:40:00,Sunday,14,Afternoon
4546,578953,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,5,2011-11-27 14:50:00,2.95,13546,United Kingdom,14.75,2011,11,27,14:50:00,Sunday,14,Afternoon
4547,578953,47469,ASSORTED SHAPES PHOTO CLIP SILVER ,8,2011-11-27 14:50:00,0.65,13546,United Kingdom,5.2,2011,11,27,14:50:00,Sunday,14,Afternoon
4548,578977,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,3,2011-11-27 15:18:00,0.29,17231,United Kingdom,0.8699999999999999,2011,11,27,15:18:00,Sunday,15,Afternoon
4549,578992,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-11-27 15:38:00,2.95,13610,United Kingdom,8.850000000000001,2011,11,27,15:38:00,Sunday,15,Afternoon
4550,578994,21537,RED RETROSPOT PUDDING BOWL,12,2011-11-27 15:44:00,4.25,14911,EIRE,51.0,2011,11,27,15:44:00,Sunday,15,Afternoon
4551,578995,21731,RED TOADSTOOL LED NIGHT LIGHT,6,2011-11-27 15:59:00,1.65,15861,United Kingdom,9.899999999999999,2011,11,27,15:59:00,Sunday,15,Afternoon
4552,578995,23208,LUNCH BAG VINTAGE LEAF DESIGN,5,2011-11-27 15:59:00,1.65,15861,United Kingdom,8.25,2011,11,27,15:59:00,Sunday,15,Afternoon
4553,578995,82583,HOT BATHS METAL SIGN,2,2011-11-27 15:59:00,2.1,15861,United Kingdom,4.2,2011,11,27,15:59:00,Sunday,15,Afternoon
4554,579001,22766,PHOTO FRAME CORNICE,4,2011-11-27 16:19:00,2.95,15555,United Kingdom,11.8,2011,11,27,16:19:00,Sunday,16,Afternoon
4555,579003,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-11-28 08:48:00,1.25,14741,United Kingdom,15.0,2011,11,28,08:48:00,Monday,8,Morning
4557,579027,23319,BOX OF 6 MINI 50'S CRACKERS,5,2011-11-28 10:20:00,2.49,14102,United Kingdom,12.450000000000001,2011,11,28,10:20:00,Monday,10,Morning
4558,579069,21876,POTTERING MUG,12,2011-11-28 10:31:00,1.65,14911,EIRE,19.799999999999997,2011,11,28,10:31:00,Monday,10,Morning
4559,579069,22918,HERB MARKER PARSLEY,12,2011-11-28 10:31:00,0.65,14911,EIRE,7.800000000000001,2011,11,28,10:31:00,Monday,10,Morning
4560,579069,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,24,2011-11-28 10:31:00,0.42,14911,EIRE,10.08,2011,11,28,10:31:00,Monday,10,Morning
4562,579102,23209,LUNCH BAG VINTAGE DOILY ,10,2011-11-28 11:33:00,1.65,14911,EIRE,16.5,2011,11,28,11:33:00,Monday,11,Morning
4563,579103,23227,FILIGREE HEART BUTTERFLY WHITE ,4,2011-11-28 11:39:00,1.25,18041,United Kingdom,5.0,2011,11,28,11:39:00,Monday,11,Morning
4564,579106,22960,JAM MAKING SET WITH JARS,24,2011-11-28 11:42:00,3.75,16705,United Kingdom,90.0,2011,11,28,11:42:00,Monday,11,Morning
4565,579109,23498,CLASSIC BICYCLE CLIPS ,12,2011-11-28 11:45:00,1.45,16705,United Kingdom,17.4,2011,11,28,11:45:00,Monday,11,Morning
4566,579124,23249,VINTAGE RED ENAMEL TRIM PLATE,12,2011-11-28 12:14:00,1.65,15721,United Kingdom,19.799999999999997,2011,11,28,12:14:00,Monday,12,Morning
4567,579124,23355,HOT WATER BOTTLE KEEP CALM,2,2011-11-28 12:14:00,4.95,15721,United Kingdom,9.9,2011,11,28,12:14:00,Monday,12,Morning
4569,579132,35964,FOLKART CLIP ON STARS,12,2011-11-28 12:35:00,0.39,15022,United Kingdom,4.68,2011,11,28,12:35:00,Monday,12,Morning
4570,579145,16236,KITTY PENCIL ERASERS,1,2011-11-28 13:13:00,0.21,14597,United Kingdom,0.21,2011,11,28,13:13:00,Monday,13,Afternoon
4571,579145,20712,JUMBO BAG WOODLAND ANIMALS,1,2011-11-28 13:13:00,2.08,14597,United Kingdom,2.08,2011,11,28,13:13:00,Monday,13,Afternoon
4572,579146,23357,HOT WATER BOTTLE SEX BOMB,1,2011-11-28 13:14:00,4.95,16347,United Kingdom,4.95,2011,11,28,13:14:00,Monday,13,Afternoon
4573,579147,22573,STAR WOODEN CHRISTMAS DECORATION,10,2011-11-28 13:20:00,0.85,13263,United Kingdom,8.5,2011,11,28,13:20:00,Monday,13,Afternoon
4574,579150,23240,SET OF 4 KNICK KNACK TINS DOILY ,12,2011-11-28 13:25:00,4.15,13408,United Kingdom,49.800000000000004,2011,11,28,13:25:00,Monday,13,Afternoon
4575,579154,23320,GIANT 50'S CHRISTMAS CRACKER,2,2011-11-28 13:27:00,2.89,17218,United Kingdom,5.78,2011,11,28,13:27:00,Monday,13,Afternoon
4576,579158,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-11-28 13:53:00,1.25,17188,United Kingdom,15.0,2011,11,28,13:53:00,Monday,13,Afternoon
4577,579158,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,12,2011-11-28 13:53:00,6.95,17188,United Kingdom,83.4,2011,11,28,13:53:00,Monday,13,Afternoon
4578,579162,22865,HAND WARMER OWL DESIGN,1,2011-11-28 13:58:00,2.1,16393,United Kingdom,2.1,2011,11,28,13:58:00,Monday,13,Afternoon
4579,579165,35095B,RED VICTORIAN FABRIC OVAL BOX,24,2011-11-28 14:01:00,0.42,13389,United Kingdom,10.08,2011,11,28,14:01:00,Monday,14,Afternoon
4580,579166,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,2011-11-28 14:02:00,3.75,14290,United Kingdom,15.0,2011,11,28,14:02:00,Monday,14,Afternoon
4581,579167,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,2011-11-28 14:06:00,4.95,16800,United Kingdom,4.95,2011,11,28,14:06:00,Monday,14,Afternoon
4582,579167,23335,EGG FRYING PAN IVORY ,2,2011-11-28 14:06:00,2.08,16800,United Kingdom,4.16,2011,11,28,14:06:00,Monday,14,Afternoon
4583,579168,22419,LIPSTICK PEN RED,20,2011-11-28 14:12:00,0.42,17806,United Kingdom,8.4,2011,11,28,14:12:00,Monday,14,Afternoon
4584,579170,84997C,CHILDRENS CUTLERY POLKADOT BLUE,1,2011-11-28 14:26:00,4.15,17811,United Kingdom,4.15,2011,11,28,14:26:00,Monday,14,Afternoon
4585,579184,22779,WOODEN OWLS LIGHT GARLAND ,4,2011-11-28 15:17:00,4.25,16746,United Kingdom,17.0,2011,11,28,15:17:00,Monday,15,Afternoon
4586,579188,21990,MODERN FLORAL STATIONERY SET,3,2011-11-28 15:34:00,1.25,12748,United Kingdom,3.75,2011,11,28,15:34:00,Monday,15,Afternoon
4587,579188,22906,12 MESSAGE CARDS WITH ENVELOPES,4,2011-11-28 15:34:00,1.65,12748,United Kingdom,6.6,2011,11,28,15:34:00,Monday,15,Afternoon
4588,579188,23177,TREASURE ISLAND BOOK BOX,6,2011-11-28 15:34:00,2.25,12748,United Kingdom,13.5,2011,11,28,15:34:00,Monday,15,Afternoon
4589,579196,22208,WOOD STAMP SET THANK YOU,1,2011-11-28 15:54:00,3.29,14096,United Kingdom,3.29,2011,11,28,15:54:00,Monday,15,Afternoon
4590,579196,22274,FELTCRAFT DOLL EMILY,1,2011-11-28 15:54:00,5.79,14096,United Kingdom,5.79,2011,11,28,15:54:00,Monday,15,Afternoon
4591,579196,22422,TOOTHPASTE TUBE PEN,6,2011-11-28 15:54:00,1.25,14096,United Kingdom,7.5,2011,11,28,15:54:00,Monday,15,Afternoon
4592,579196,22732,3D VINTAGE CHRISTMAS STICKERS ,3,2011-11-28 15:54:00,2.46,14096,United Kingdom,7.38,2011,11,28,15:54:00,Monday,15,Afternoon
4593,579196,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-11-28 15:54:00,7.46,14096,United Kingdom,7.46,2011,11,28,15:54:00,Monday,15,Afternoon
4594,579267,23161,REGENCY CAKE FORK,12,2011-11-29 09:42:00,1.25,14961,United Kingdom,15.0,2011,11,29,09:42:00,Tuesday,9,Morning
4596,579276,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-11-29 10:10:00,2.1,12654,Germany,25.200000000000003,2011,11,29,10:10:00,Tuesday,10,Morning
4597,579278,21754,HOME BUILDING BLOCK WORD,6,2011-11-29 10:18:00,6.25,14209,United Kingdom,37.5,2011,11,29,10:18:00,Tuesday,10,Morning
4598,579282,23415,HOME SWEET HOME HOOK,12,2011-11-29 10:41:00,1.65,16818,United Kingdom,19.799999999999997,2011,11,29,10:41:00,Tuesday,10,Morning
4600,579286,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-11-29 10:57:00,0.95,17772,United Kingdom,1.9,2011,11,29,10:57:00,Tuesday,10,Morning
4601,579301,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,1,2011-11-29 11:32:00,0.65,18118,United Kingdom,0.65,2011,11,29,11:32:00,Tuesday,11,Morning
4602,579332,21166,COOK WITH WINE METAL SIGN ,24,2011-11-29 11:41:00,2.08,14408,United Kingdom,49.92,2011,11,29,11:41:00,Tuesday,11,Morning
4603,579345,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2011-11-29 11:46:00,2.55,12727,France,15.299999999999999,2011,11,29,11:46:00,Tuesday,11,Morning
4604,579393,23581,JUMBO BAG PAISLEY PARK,10,2011-11-29 12:07:00,2.08,12627,Germany,20.8,2011,11,29,12:07:00,Tuesday,12,Morning
4605,579401,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-11-29 12:12:00,2.95,14550,United Kingdom,17.700000000000003,2011,11,29,12:12:00,Tuesday,12,Morning
4606,579408,23270,SET OF 2 CERAMIC PAINTED HEARTS ,6,2011-11-29 12:34:00,1.45,14701,United Kingdom,8.7,2011,11,29,12:34:00,Tuesday,12,Morning
4607,579412,22374,AIRLINE BAG VINTAGE JET SET RED,8,2011-11-29 12:47:00,4.25,14125,United Kingdom,34.0,2011,11,29,12:47:00,Tuesday,12,Morning
4611,579446,21616,4 PEAR BOTANICAL DINNER CANDLES,12,2011-11-29 13:43:00,1.25,14121,United Kingdom,15.0,2011,11,29,13:43:00,Tuesday,13,Afternoon
4612,579446,22602,RETROSPOT WOODEN HEART DECORATION,12,2011-11-29 13:43:00,0.85,14121,United Kingdom,10.2,2011,11,29,13:43:00,Tuesday,13,Afternoon
4613,579446,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,2011-11-29 13:43:00,3.25,14121,United Kingdom,19.5,2011,11,29,13:43:00,Tuesday,13,Afternoon
4614,579446,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-11-29 13:43:00,4.95,14121,United Kingdom,19.8,2011,11,29,13:43:00,Tuesday,13,Afternoon
4616,579457,23203,JUMBO BAG VINTAGE DOILY ,20,2011-11-29 14:20:00,2.08,14824,United Kingdom,41.6,2011,11,29,14:20:00,Tuesday,14,Afternoon
4617,579468,22669,RED BABY BUNTING ,5,2011-11-29 14:58:00,2.95,14711,United Kingdom,14.75,2011,11,29,14:58:00,Tuesday,14,Afternoon
4619,579470,23369,SET 36 COLOUR PENCILS LOVE LONDON,3,2011-11-29 15:06:00,1.25,16549,United Kingdom,3.75,2011,11,29,15:06:00,Tuesday,15,Afternoon
4620,579472,23326,HANGING MINI COLOURED BOTTLES,4,2011-11-29 15:09:00,0.63,13521,United Kingdom,2.52,2011,11,29,15:09:00,Tuesday,15,Afternoon
4621,579473,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-11-29 15:17:00,4.95,13198,United Kingdom,14.850000000000001,2011,11,29,15:17:00,Tuesday,15,Afternoon
4622,579491,22633,HAND WARMER UNION JACK,3,2011-11-29 15:23:00,2.1,14723,United Kingdom,6.300000000000001,2011,11,29,15:23:00,Tuesday,15,Afternoon
4623,579495,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-11-29 15:34:00,0.29,13576,United Kingdom,6.959999999999999,2011,11,29,15:34:00,Tuesday,15,Afternoon
4624,579499,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-11-29 15:59:00,1.65,17682,United Kingdom,16.5,2011,11,29,15:59:00,Tuesday,15,Afternoon
4625,579499,22383,LUNCH BAG SUKI DESIGN ,10,2011-11-29 15:59:00,1.65,17682,United Kingdom,16.5,2011,11,29,15:59:00,Tuesday,15,Afternoon
4627,579506,22918,HERB MARKER PARSLEY,12,2011-11-29 16:31:00,0.65,15089,United Kingdom,7.800000000000001,2011,11,29,16:31:00,Tuesday,16,Afternoon
4628,579516,22041,"RECORD FRAME 7"" SINGLE SIZE ",1,2011-11-29 17:52:00,2.55,17841,United Kingdom,2.55,2011,11,29,17:52:00,Tuesday,17,Afternoon
4629,579516,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2011-11-29 17:52:00,4.95,17841,United Kingdom,4.95,2011,11,29,17:52:00,Tuesday,17,Afternoon
4630,579516,23103,JINGLE BELL HEART DECORATION,1,2011-11-29 17:52:00,1.65,17841,United Kingdom,1.65,2011,11,29,17:52:00,Tuesday,17,Afternoon
4631,579516,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,2,2011-11-29 17:52:00,1.65,17841,United Kingdom,3.3,2011,11,29,17:52:00,Tuesday,17,Afternoon
4632,579516,23300,GARDENERS KNEELING PAD CUP OF TEA ,3,2011-11-29 17:52:00,1.65,17841,United Kingdom,4.949999999999999,2011,11,29,17:52:00,Tuesday,17,Afternoon
4633,579524,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,24,2011-11-30 08:17:00,0.79,16295,United Kingdom,18.96,2011,11,30,08:17:00,Wednesday,8,Morning
4634,579536,21677,HEARTS  STICKERS,12,2011-11-30 09:53:00,0.85,12957,United Kingdom,10.2,2011,11,30,09:53:00,Wednesday,9,Morning
4635,579536,23535,WALL ART BICYCLE SAFETY,4,2011-11-30 09:53:00,5.95,12957,United Kingdom,23.8,2011,11,30,09:53:00,Wednesday,9,Morning
4636,579539,23175,REGENCY MILK JUG PINK ,4,2011-11-30 10:06:00,3.25,14911,EIRE,13.0,2011,11,30,10:06:00,Wednesday,10,Morning
4637,579551,22158,3 HEARTS HANGING DECORATION RUSTIC,12,2011-11-30 10:49:00,2.95,15782,United Kingdom,35.400000000000006,2011,11,30,10:49:00,Wednesday,10,Morning
4638,579559,22138,BAKING SET 9 PIECE RETROSPOT ,2,2011-11-30 11:30:00,4.95,16764,United Kingdom,9.9,2011,11,30,11:30:00,Wednesday,11,Morning
4639,579559,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2,2011-11-30 11:30:00,0.83,16764,United Kingdom,1.66,2011,11,30,11:30:00,Wednesday,11,Morning
4640,579560,23321,SMALL WHITE HEART OF WICKER,2,2011-11-30 11:31:00,1.65,15039,United Kingdom,3.3,2011,11,30,11:31:00,Wednesday,11,Morning
4641,579571,21032,SPACE CADET WHITE,10,2011-11-30 11:48:00,1.25,16657,United Kingdom,12.5,2011,11,30,11:48:00,Wednesday,11,Morning
4642,579571,23367,SET 12 COLOUR PENCILS SPACEBOY ,15,2011-11-30 11:48:00,0.65,16657,United Kingdom,9.75,2011,11,30,11:48:00,Wednesday,11,Morning
4643,579572,23202,JUMBO BAG VINTAGE LEAF,10,2011-11-30 11:49:00,2.08,15394,United Kingdom,20.8,2011,11,30,11:49:00,Wednesday,11,Morning
4644,579629,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,2011-11-30 12:16:00,1.95,14963,United Kingdom,3.9,2011,11,30,12:16:00,Wednesday,12,Morning
4645,579666,85099B,JUMBO BAG RED RETROSPOT,10,2011-11-30 12:31:00,2.08,14893,United Kingdom,20.8,2011,11,30,12:31:00,Wednesday,12,Morning
4646,579667,22884,NUMBER TILE VINTAGE FONT 5,2,2011-11-30 12:32:00,1.95,16361,United Kingdom,3.9,2011,11,30,12:32:00,Wednesday,12,Morning
4647,579675,23084,RABBIT NIGHT LIGHT,12,2011-11-30 13:08:00,2.08,15654,United Kingdom,24.96,2011,11,30,13:08:00,Wednesday,13,Afternoon
4648,579679,23128,FELTCRAFT BOY JEAN-PAUL KIT,3,2011-11-30 13:29:00,4.95,13755,United Kingdom,14.850000000000001,2011,11,30,13:29:00,Wednesday,13,Afternoon
4649,579689,21931,JUMBO STORAGE BAG SUKI,1,2011-11-30 14:00:00,2.08,14606,United Kingdom,2.08,2011,11,30,14:00:00,Wednesday,14,Afternoon
4650,579690,23084,RABBIT NIGHT LIGHT,1,2011-11-30 14:03:00,2.08,15060,United Kingdom,2.08,2011,11,30,14:03:00,Wednesday,14,Afternoon
4651,579711,22115,METAL SIGN EMPIRE TEA,1,2011-11-30 14:17:00,0.79,15060,United Kingdom,0.79,2011,11,30,14:17:00,Wednesday,14,Afternoon
4652,579711,85049A,TRADITIONAL CHRISTMAS RIBBONS,2,2011-11-30 14:17:00,1.25,15060,United Kingdom,2.5,2011,11,30,14:17:00,Wednesday,14,Afternoon
4653,579750,21498,RED RETROSPOT WRAP ,25,2011-11-30 14:42:00,0.42,13536,United Kingdom,10.5,2011,11,30,14:42:00,Wednesday,14,Afternoon
4654,579754,23288,GREEN VINTAGE SPOT BEAKER,3,2011-11-30 14:52:00,0.85,17911,United Kingdom,2.55,2011,11,30,14:52:00,Wednesday,14,Afternoon
4655,579854,23504,PLAYING CARDS JUBILEE UNION JACK,4,2011-11-30 16:26:00,1.25,14713,United Kingdom,5.0,2011,11,30,16:26:00,Wednesday,16,Afternoon
4656,579868,23547,WRAP FLOWER SHOP  ,25,2011-11-30 16:43:00,0.42,15544,United Kingdom,10.5,2011,11,30,16:43:00,Wednesday,16,Afternoon
4657,579885,23027,DRAWER KNOB VINTAGE GLASS HEXAGON,6,2011-11-30 17:37:00,2.08,15444,United Kingdom,12.48,2011,11,30,17:37:00,Wednesday,17,Afternoon
4658,579938,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-12-01 10:18:00,1.45,14146,United Kingdom,17.4,2011,12,1,10:18:00,Thursday,10,Morning
4659,579940,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-12-01 10:20:00,2.95,16938,United Kingdom,17.700000000000003,2011,12,1,10:20:00,Thursday,10,Morning
4661,579980,85152,HAND OVER THE CHOCOLATE   SIGN ,2,2011-12-01 11:16:00,2.1,13263,United Kingdom,4.2,2011,12,1,11:16:00,Thursday,11,Morning
4663,579991,23433,HANGING QUILTED PATCHWORK APPLES,12,2011-12-01 11:20:00,0.83,13159,United Kingdom,9.959999999999999,2011,12,1,11:20:00,Thursday,11,Morning
4664,579991,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2011-12-01 11:20:00,4.25,13159,United Kingdom,17.0,2011,12,1,11:20:00,Thursday,11,Morning
4665,580024,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,2011-12-01 11:51:00,3.25,15172,United Kingdom,19.5,2011,12,1,11:51:00,Thursday,11,Morning
4667,580025,23321,SMALL WHITE HEART OF WICKER,1,2011-12-01 11:53:00,1.65,15021,United Kingdom,1.65,2011,12,1,11:53:00,Thursday,11,Morning
4668,580027,23241,TREASURE TIN GYMKHANA DESIGN,3,2011-12-01 12:01:00,2.08,14178,United Kingdom,6.24,2011,12,1,12:01:00,Thursday,12,Morning
4669,580045,22617,BAKING SET SPACEBOY DESIGN,24,2011-12-01 12:39:00,4.25,13090,United Kingdom,102.0,2011,12,1,12:39:00,Thursday,12,Morning
